mic	X1	X2	value
3	ATP1A1	LMBR1L	0.7123
4	DTL	LMBR1L	0.6903
10	PFKFB4	LMBR1L	0.86
6	TM9SF4	LMBR1L	0.8249
15	UGT8	LMBR1L	0.5401
1	L3MBTL4	LMBR1L	0.7425
8	PPIG	LMBR1L	0.5899
15	TGFBR3	LMBR1L	0.6544
20	TRHDE	LMBR1L	0.6712
2	CFL1	LRP1	0.7102
13	COL1A2	LRP1	0.8942
2	KRT7	LRP1	0.798
5	RACGAP1	LRP1	0.6406
3	SEL1L3	LRP1	0.7338
7	SORT1	LRP1	0.5523
25	WNK1	LRP1	0.7779
5	ATP8A1	LRP1	0.6121
1	L3MBTL4	LRP1	0.5105
1	PPIG	LRP1	0.654
19	TGFBR3	LRP1	0.5379
1	TPTE2P3	LRP1	0.7617
4	ZNF569	LRP1	0.6647
1	AK2	LTBP4	0.5704
1	FADS2	LTBP4	0.8526
1	HDGF	LTBP4	0.85
1	LMNB1	LTBP4	0.563
1	STK35	LTBP4	0.6112
2	WNK1	LTBP4	0.5425
2	REPS2	LTBP4	0.5026
1	TGFBR3	LTBP4	0.5186
1	ZNF569	LTBP4	0.5245
2	AP1S1	MCF2	0.8043
1	AURKA	MCF2	0.6315
2	ENC1	MCF2	0.5111
4	PTPRS	MCF2	0.7036
4	STK35	MCF2	0.7549
2	AKT3	MCF2	0.8402
1	CNOT7	MCF2	0.7336
1	FBXO31	MCF2	0.8918
1	LUC7L3	MCF2	0.7281
2	MBOAT2	MCF2	0.8567
3	MOB1B	MCF2	0.5089
1	PLEKHA5	MCF2	0.9044
2	REPS2	MCF2	0.7991
1	RHOBTB3	MCF2	0.6011
2	RILPL1	MCF2	0.6632
2	RPH3AL	MCF2	0.7842
4	SLC35F5	MCF2	0.6466
3	SLC6A6	MCF2	0.5302
2	TMEM161B	MCF2	0.6599
2	TUSC3	MCF2	0.7265
1	VPS35	MCF2	0.8318
2	ZFY	MCF2	0.6965
13	DDAH1	MEF2C	0.7662
3	LGALS3BP	MEF2C	0.6437
21	RASGRP1	MEF2C	0.6862
6	ULK4	MEF2C	0.5448
62	ZNF292	MEF2C	0.5219
18	ACTR2	MEF2D	0.5836
14	AP1S1	MEF2D	0.9139
11	AURKA	MEF2D	0.8971
5	FADS2	MEF2D	0.5068
17	GRHL2	MEF2D	0.7004
1	KIF15	MEF2D	0.7643
3	NUSAP1	MEF2D	0.6233
3	PTPRS	MEF2D	0.5353
5	RAB5C	MEF2D	0.5615
5	RACGAP1	MEF2D	0.5154
16	RAPGEF5	MEF2D	0.5504
4	SKA3	MEF2D	0.8648
17	STK35	MEF2D	0.8945
27	ZNF608	MEF2D	0.561
15	AKT3	MEF2D	0.6308
3	AQR	MEF2D	0.5654
8	ATXN3	MEF2D	0.5357
11	ELF2	MEF2D	0.7351
6	FBXO31	MEF2D	0.6516
5	GPBP1	MEF2D	0.5161
23	LUC7L3	MEF2D	0.6472
12	MBOAT2	MEF2D	0.6069
4	PDZRN3	MEF2D	0.5477
15	PLEKHA5	MEF2D	0.5191
31	SLC35F5	MEF2D	0.5026
10	TCTN1	MEF2D	0.5687
9	TRPC1	MEF2D	0.6544
13	VPS35	MEF2D	0.7307
7	ZFY	MEF2D	0.6764
8	ZNF66	MEF2D	0.7756
10	ZNF93	MEF2D	0.8296
1	AURKA	MFAP4	0.5039
2	CFL1	MFAP4	0.5573
1	FADS2	MFAP4	0.5274
2	KRT7	MFAP4	0.5946
1	NCAPG	MFAP4	0.6967
1	NUSAP1	MFAP4	0.6036
3	SCNN1A	MFAP4	0.6107
1	SKA3	MFAP4	0.5345
6	STK35	MFAP4	0.5813
5	WNK1	MFAP4	0.8878
4	ZNF608	MFAP4	0.5318
3	SLC35F5	MFAP4	0.5248
1	ZNF569	MFAP4	0.7989
1	DTL	MICA	0.7097
1	PFKFB4	MICA	0.6351
1	TM9SF4	MICA	0.7073
11	TRHDE	MICA	0.7012
2	BVES	MICB	0.6966
4	DTL	MICB	0.5629
7	PFKFB4	MICB	0.535
4	TM9SF4	MICB	0.6677
9	UGT8	MICB	0.5335
15	TRHDE	MICB	0.8129
7	AK2	MLLT10	0.669
17	AP1S1	MLLT10	0.8083
11	AURKA	MLLT10	0.6318
4	FADS2	MLLT10	0.7693
15	HDGF	MLLT10	0.8124
1	HUNK	MLLT10	0.7051
22	LMNB1	MLLT10	0.5755
15	PRKX	MLLT10	0.6833
12	PRR5-ARHGAP8	MLLT10	0.5706
10	RACGAP1	MLLT10	0.511
25	RAPGEF5	MLLT10	0.7908
7	SKA3	MLLT10	0.5754
23	STK35	MLLT10	0.7116
30	TCF7L2	MLLT10	0.5873
46	ZNF608	MLLT10	0.5021
4	AQR	MLLT10	0.7207
10	ATXN3	MLLT10	0.5763
11	ELF2	MLLT10	0.531
3	FAM210B	MLLT10	0.5068
4	FBXO31	MLLT10	0.6713
8	PELI2	MLLT10	0.5784
30	PLEKHA5	MLLT10	0.6092
19	REPS2	MLLT10	0.6466
21	TMEM50B	MLLT10	0.5924
9	TRPC1	MLLT10	0.7014
15	ZNF66	MLLT10	0.5836
11	ZNF93	MLLT10	0.5606
7	ATP1A1	MLLT3	0.5214
2	BVES	MLLT3	0.5265
5	LAMP1	MLLT3	0.6518
4	PFKFB4	MLLT3	0.5062
9	TM9SF4	MLLT3	0.8025
26	TRHDE	MLLT3	0.8765
13	TTC8	MLLT3	0.5794
7	ACTR2	MPL	0.5609
6	COL1A2	MPL	0.7828
1	ATP8A1	MPL	0.5486
1	PLEKHH2	MPL	0.8047
4	PPARG	MPL	0.539
5	PSD3	MPL	0.6704
1	RALGAPA1	MPL	0.7288
6	RHOBTB3	MPL	0.5321
5	SFMBT2	MPL	0.7593
1	SLC22A3	MPL	0.6951
2	SLC6A6	MPL	0.5626
1	SNCAIP	MPL	0.7096
3	BVES	MSTN	0.5705
3	DDAH1	MSTN	0.5463
1	LGALS3BP	MSTN	0.6297
2	NCAPG	MSTN	0.5085
3	NUSAP1	MSTN	0.5642
6	RASGRP1	MSTN	0.5232
2	SEL1L3	MSTN	0.6354
4	SORT1	MSTN	0.7394
1	ULK4	MSTN	0.8304
1	RAB5C	MUC5AC	0.5234
1	TMEM161B	MUC5AC	0.5289
1	COL1A2	NDN	0.7043
1	RAB5C	NDN	0.705
1	RACGAP1	NDN	0.6113
1	SEL1L3	NDN	0.6513
1	WNK1	NDN	0.7056
1	SFMBT2	NDN	0.6371
1	SLC22A3	NDN	0.5219
1	LGALS3BP	NID1	0.5731
1	SEL1L3	NID1	0.695
2	SORT1	NID1	0.5956
1	ULK4	NID1	0.6629
1	HDGF	NR1H4	0.7331
7	ACTR2	NRP1	0.6462
12	DDAH1	NRP1	0.9158
5	NCAPG	NRP1	0.6287
13	RASGRP1	NRP1	0.6519
40	ZNF292	NRP1	0.7476
9	AURKA	NRP2	0.629
1	CCDC146	NRP2	0.8133
30	GRHL2	NRP2	0.9143
5	PTPRS	NRP2	0.7661
7	RASGRP1	NRP2	0.5641
39	TCF7L2	NRP2	0.7663
10	ZNF707	NRP2	0.7816
14	FBXO31	NRP2	0.5659
49	ZNF292	NRP2	0.5029
6	COL1A2	NRXN1	0.6988
4	DDAH1	NRXN1	0.541
1	LGALS3BP	NRXN1	0.8088
4	NCAPG	NRXN1	0.5913
9	SEL1L3	NRXN1	0.7712
3	ULK4	NRXN1	0.5944
11	ATP8A1	NRXN1	0.5961
4	TPTE2P3	NRXN1	0.5633
1	AP1S1	NRXN2	0.5915
1	FADS2	NRXN2	0.7813
1	GRHL2	NRXN2	0.5247
2	HDGF	NRXN2	0.7745
2	LMNB1	NRXN2	0.5335
2	NUSAP1	NRXN2	0.669
1	PRR5-ARHGAP8	NRXN2	0.706
3	RACGAP1	NRXN2	0.704
1	RAPGEF5	NRXN2	0.5896
1	SCNN1A	NRXN2	0.5755
2	SKA3	NRXN2	0.6452
3	STK35	NRXN2	0.9245
4	WNK1	NRXN2	0.6502
9	ZNF608	NRXN2	0.7153
2	TRPC1	NRXN2	0.6644
1	ZNF569	NRXN2	0.6138
1	DTL	PDGFD	0.5739
1	GRHL2	PDGFD	0.5699
1	HDGF	PDGFD	0.6243
1	HUNK	PDGFD	0.6764
1	TCF7L2	PDGFD	0.5375
1	UGT8	PDGFD	0.8609
15	ACTR2	PDGFRA	0.5677
13	AP1S1	PDGFRA	0.8738
2	AURKA	PDGFRA	0.8091
1	CCDC146	PDGFRA	0.5931
2	FADS2	PDGFRA	0.6666
9	HDGF	PDGFRA	0.6216
10	LMNB1	PDGFRA	0.5767
7	NCAPG	PDGFRA	0.5072
5	NUSAP1	PDGFRA	0.6619
8	RAB5C	PDGFRA	0.6752
11	RACGAP1	PDGFRA	0.8132
24	RAPGEF5	PDGFRA	0.6504
3	SCNN1A	PDGFRA	0.6536
7	SKA3	PDGFRA	0.8764
21	STK35	PDGFRA	0.8629
45	WNK1	PDGFRA	0.7274
44	ZNF608	PDGFRA	0.6637
2	AQR	PDGFRA	0.5359
10	ELF2	PDGFRA	0.632
10	PDZRN3	PDGFRA	0.5169
36	SLC35F5	PDGFRA	0.5355
1	TRMU	PDGFRA	0.7221
12	TRPC1	PDGFRA	0.7051
6	ZFY	PDGFRA	0.5816
13	ZNF569	PDGFRA	0.7026
7	ZNF66	PDGFRA	0.7245
13	ZNF93	PDGFRA	0.7295
8	AK2	PEG10	0.6482
15	AP1S1	PEG10	0.8484
8	AURKA	PEG10	0.6827
5	FADS2	PEG10	0.5076
18	GRHL2	PEG10	0.7332
20	HDGF	PEG10	0.5953
5	HUNK	PEG10	0.7652
5	PRKX	PEG10	0.6201
12	PRR5-ARHGAP8	PEG10	0.5442
4	PTPRS	PEG10	0.7755
24	RAPGEF5	PEG10	0.7309
5	SKA3	PEG10	0.5735
34	STK35	PEG10	0.6882
31	TCF7L2	PEG10	0.8346
5	ZNF707	PEG10	0.507
21	AKT3	PEG10	0.5679
6	AQR	PEG10	0.7589
9	ATXN3	PEG10	0.5677
13	ELF2	PEG10	0.5906
4	FBXO31	PEG10	0.8777
13	MBOAT2	PEG10	0.7134
10	OCRL	PEG10	0.6268
8	PELI2	PEG10	0.6318
17	PLEKHA5	PEG10	0.7264
18	REPS2	PEG10	0.6772
8	RPS6KA6	PEG10	0.5224
10	TCTN1	PEG10	0.6235
21	TMEM161B	PEG10	0.5746
12	TRPC1	PEG10	0.5486
6	VPS35	PEG10	0.5326
2	ZNF66	PEG10	0.5787
9	ZNF93	PEG10	0.6017
2	AK2	PEG3	0.6268
1	AURKA	PEG3	0.8034
1	CCDC146	PEG3	0.7348
1	FADS2	PEG3	0.691
2	GRHL2	PEG3	0.7985
1	HDGF	PEG3	0.8126
1	HUNK	PEG3	0.7515
1	PRR5-ARHGAP8	PEG3	0.9637
2	PTPRS	PEG3	0.6526
3	RAPGEF5	PEG3	0.6827
5	STK35	PEG3	0.7904
8	TCF7L2	PEG3	0.6673
4	UGT8	PEG3	0.7185
9	ZNF608	PEG3	0.555
1	ZNF707	PEG3	0.7303
1	FBXO31	PEG3	0.5688
1	ACTR2	PGM5	0.7244
1	ARPC1B	PGM5	0.536
1	CCDC146	PGM5	0.5371
1	DDAH1	PGM5	0.9174
2	SCNN1A	PGM5	0.5192
3	ZNF292	PGM5	0.5999
1	WNK1	PLA2G5	0.506
1	PLEKHH2	PLA2G5	0.5455
1	RALGAPA1	PLA2G5	0.5045
1	RHOBTB3	PLA2G5	0.5859
1	RILPL1	PLA2G5	0.5938
1	SLC35F5	PLA2G5	0.6789
1	TRMU	PLA2G5	0.5417
1	ZNF569	PLA2G5	0.6686
2	AP1S1	PLA2R1	0.792
2	GRHL2	PLA2R1	0.8575
2	RAPGEF5	PLA2R1	0.6103
2	STK35	PLA2R1	0.651
2	TCF7L2	PLA2R1	0.7616
2	ZNF707	PLA2R1	0.5452
1	AKT3	PLA2R1	0.608
2	ELF2	PLA2R1	0.518
2	OCRL	PLA2R1	0.5984
2	PLEKHA5	PLA2R1	0.5111
2	TCTN1	PLA2R1	0.5372
1	ZNF292	PLA2R1	0.5587
2	ZNF93	PLA2R1	0.5518
3	AK2	PPIL4	0.5963
4	AP1S1	PPIL4	0.5664
1	AURKA	PPIL4	0.8952
7	GRHL2	PPIL4	0.9663
13	HDGF	PPIL4	0.6672
3	HUNK	PPIL4	0.6954
14	LMNB1	PPIL4	0.5153
2	NUSAP1	PPIL4	0.5328
7	PRR5-ARHGAP8	PPIL4	0.8872
9	PTPRS	PPIL4	0.7517
33	RAPGEF5	PPIL4	0.7254
31	STK35	PPIL4	0.8198
55	TCF7L2	PPIL4	0.7644
54	ZNF608	PPIL4	0.637
7	ZNF707	PPIL4	0.7909
1	FBXO31	PPIL4	0.638
3	COL1A2	PPP1R1A	0.5952
2	LGALS3BP	PPP1R1A	0.5836
2	SEL1L3	PPP1R1A	0.6082
3	ATP8A1	PPP1R1A	0.8947
2	KANSL2	PPP1R1A	0.5746
1	LRCH2	PPP1R1A	0.8251
2	PLEKHH2	PPP1R1A	0.6745
6	RALGAPA1	PPP1R1A	0.5774
2	SCRG1	PPP1R1A	0.5812
12	SFMBT2	PPP1R1A	0.6683
7	SLC22A3	PPP1R1A	0.8114
10	SNCAIP	PPP1R1A	0.8375
2	TPTE2P3	PPP1R1A	0.7132
4	VIM	PPP1R1A	0.5034
1	ASXL3	PPP2CB	0.6496
12	MOB1B	PPP2CB	0.5721
46	PPARG	PPP2CB	0.6075
44	PSD3	PPP2CB	0.57
21	STAMBPL1	PPP2CB	0.5192
38	TRHDE	PPP2CB	0.6734
16	VIM	PPP2CB	0.6027
19	ZNF483	PPP2CB	0.5793
6	AK2	PRKAR2B	0.6011
19	AP1S1	PRKAR2B	0.8813
10	AURKA	PRKAR2B	0.8687
5	FADS2	PRKAR2B	0.6664
18	GRHL2	PRKAR2B	0.79
15	HDGF	PRKAR2B	0.7326
2	HUNK	PRKAR2B	0.6953
18	LMNB1	PRKAR2B	0.5661
27	PRKX	PRKAR2B	0.5457
16	PRR5-ARHGAP8	PRKAR2B	0.7048
10	PTPRS	PRKAR2B	0.694
41	RAPGEF5	PRKAR2B	0.8056
6	SKA3	PRKAR2B	0.6873
35	STK35	PRKAR2B	0.8746
76	TCF7L2	PRKAR2B	0.7181
62	ZNF608	PRKAR2B	0.5951
18	AKT3	PRKAR2B	0.5059
2	AQR	PRKAR2B	0.6651
14	ATXN3	PRKAR2B	0.5432
19	ELF2	PRKAR2B	0.598
10	FBXO31	PRKAR2B	0.7921
16	MBOAT2	PRKAR2B	0.592
25	PLEKHA5	PRKAR2B	0.6303
50	REPS2	PRKAR2B	0.5279
23	TCTN1	PRKAR2B	0.5134
2	TRMU	PRKAR2B	0.59
30	TRPC1	PRKAR2B	0.6531
25	VPS35	PRKAR2B	0.5174
17	ZNF66	PRKAR2B	0.6283
24	ZNF93	PRKAR2B	0.6644
29	COL1A2	PRKCA	0.7444
1	ASXL3	PRKCA	0.7512
21	ATP8A1	PRKCA	0.9382
1	FRMPD3	PRKCA	0.5714
5	KANSL2	PRKCA	0.8077
16	LRCH2	PRKCA	0.6652
3	PLEKHH2	PRKCA	0.5705
76	PPARG	PRKCA	0.6211
105	PSD3	PRKCA	0.5726
20	RAD9B	PRKCA	0.7592
35	RALGAPA1	PRKCA	0.5957
68	SFMBT2	PRKCA	0.6283
59	SLC22A3	PRKCA	0.7523
84	SLC6A6	PRKCA	0.5132
40	SNCAIP	PRKCA	0.8744
52	STAMBPL1	PRKCA	0.5165
31	TPTE2P3	PRKCA	0.7293
84	TRHDE	PRKCA	0.7159
26	VIM	PRKCA	0.8008
58	ZNF483	PRKCA	0.6235
1	CCDC146	PRKD1	0.5875
21	GRHL2	PRKD1	0.522
2	KIF15	PRKD1	0.5702
13	PRR5-ARHGAP8	PRKD1	0.5489
17	SORT1	PRKD1	0.598
17	ULK4	PRKD1	0.5736
2	AP1S1	PROX1	0.5138
2	AURKA	PROX1	0.7782
9	GRHL2	PROX1	0.9361
3	NUSAP1	PROX1	0.5577
2	PRR5-ARHGAP8	PROX1	0.5426
15	PTPRS	PROX1	0.726
7	SKA3	PROX1	0.5297
36	STK35	PROX1	0.645
65	TCF7L2	PROX1	0.6371
7	ZNF707	PROX1	0.6935
5	FBXO31	PROX1	0.5623
21	VPS35	PROX1	0.5347
1	CFL1	PRPH2	0.7004
4	COL1A2	PRPH2	0.975
3	KRT7	PRPH2	0.6454
6	ATP8A1	PRPH2	0.6817
1	KANSL2	PRPH2	0.6685
11	PPIG	PRPH2	0.6201
21	PSD3	PRPH2	0.6526
3	RAD9B	PRPH2	0.7009
12	SNCAIP	PRPH2	0.6365
27	TGFBR3	PRPH2	0.7312
8	TMEM50B	PRPH2	0.6199
4	TPTE2P3	PRPH2	0.7615
3	VIM	PRPH2	0.5259
15	ZNF483	PRPH2	0.6162
2	AK2	PRTFDC1	0.6448
1	CCDC146	PRTFDC1	0.5559
1	DTL	PRTFDC1	0.6671
2	FADS2	PRTFDC1	0.6665
8	GRHL2	PRTFDC1	0.6158
3	HDGF	PRTFDC1	0.8158
1	HUNK	PRTFDC1	0.7406
1	PRR5-ARHGAP8	PRTFDC1	0.9439
17	RAPGEF5	PRTFDC1	0.591
13	STK35	PRTFDC1	0.6099
19	TCF7L2	PRTFDC1	0.5585
16	UGT8	PRTFDC1	0.8672
1	ZNF707	PRTFDC1	0.692
11	ACTR2	PTGDR	0.6183
10	DDAH1	PTGDR	0.7045
1	NCAPG	PTGDR	0.7775
13	SEL1L3	PTGDR	0.7255
5	ULK4	PTGDR	0.5363
9	LRCH2	PTGDR	0.6153
4	PLEKHH2	PTGDR	0.5832
4	SCRG1	PTGDR	0.6218
35	SLC22A3	PTGDR	0.5312
47	ZNF292	PTGDR	0.5288
3	CFL1	RAB3B	0.8675
11	COL1A2	RAB3B	0.7531
4	KRT7	RAB3B	0.8193
12	RAB5C	RAB3B	0.7165
26	RACGAP1	RAB3B	0.8602
13	SCNN1A	RAB3B	0.5189
16	SEL1L3	RAB3B	0.5451
29	WNK1	RAB3B	0.9551
9	PDZRN3	RAB3B	0.5085
36	RHOBTB3	RAB3B	0.5417
9	RILPL1	RAB3B	0.552
36	SLC35F5	RAB3B	0.6628
13	TMEM50B	RAB3B	0.581
7	TPTE2P3	RAB3B	0.7348
15	ZFY	RAB3B	0.508
7	ZNF569	RAB3B	0.911
3	ACTR2	RAB3C	0.6601
2	DDAH1	RAB3C	0.7042
1	LGALS3BP	RAB3C	0.5753
1	NCAPG	RAB3C	0.8538
1	NUSAP1	RAB3C	0.5404
11	SEL1L3	RAB3C	0.7929
8	ULK4	RAB3C	0.6451
7	SCRG1	RAB3C	0.5201
6	AK2	RAPGEF4	0.6343
14	AP1S1	RAPGEF4	0.6455
1	CCDC146	RAPGEF4	0.6629
3	FADS2	RAPGEF4	0.8641
29	GRHL2	RAPGEF4	0.6825
16	HDGF	RAPGEF4	0.924
4	HUNK	RAPGEF4	0.7272
23	LMNB1	RAPGEF4	0.5389
8	PRR5-ARHGAP8	RAPGEF4	0.8737
15	PTPRS	RAPGEF4	0.5589
57	RAPGEF5	RAPGEF4	0.7659
44	STK35	RAPGEF4	0.8784
69	TCF7L2	RAPGEF4	0.597
44	UGT8	RAPGEF4	0.6003
77	ZNF608	RAPGEF4	0.5977
1	AQR	RAPGEF4	0.5133
11	FBXO31	RAPGEF4	0.6367
45	TRPC1	RAPGEF4	0.6947
25	ZNF93	RAPGEF4	0.5172
28	ACTR2	RASA1	0.5528
3	CFL1	RASA1	0.8134
32	COL1A2	RASA1	0.6796
6	KRT7	RASA1	0.8324
33	PRKX	RASA1	0.5427
22	RAB5C	RASA1	0.8181
47	RACGAP1	RASA1	0.7598
11	SCNN1A	RASA1	0.5446
18	SKA3	RASA1	0.5589
113	WNK1	RASA1	0.7392
2	L3MBTL4	RASA1	0.5533
1	MED30	RASA1	0.6464
77	PSD3	RASA1	0.5369
60	TMEM50B	RASA1	0.718
26	ZNF569	RASA1	0.6241
7	AP1S1	RASGRF2	0.5864
2	AURKA	RASGRF2	0.8136
1	FADS2	RASGRF2	0.8337
23	GRHL2	RASGRF2	0.6823
12	HDGF	RASGRF2	0.7801
1	HUNK	RASGRF2	0.589
12	PRR5-ARHGAP8	RASGRF2	0.8295
18	PTPRS	RASGRF2	0.6501
53	RAPGEF5	RASGRF2	0.5509
42	STK35	RASGRF2	0.8674
65	TCF7L2	RASGRF2	0.5204
31	UGT8	RASGRF2	0.57
5	ZNF707	RASGRF2	0.5057
1	AQR	RASGRF2	0.5076
10	ATXN3	RASGRF2	0.5509
18	ELF2	RASGRF2	0.531
4	FAM210B	RASGRF2	0.5837
10	FBXO31	RASGRF2	0.6759
14	PLEKHA5	RASGRF2	0.5675
3	TRMU	RASGRF2	0.569
34	TRPC1	RASGRF2	0.7428
14	ZNF66	RASGRF2	0.5638
27	ZNF93	RASGRF2	0.6119
14	TM9SF4	RBM5	0.6779
1	ASXL3	RBM5	0.6977
3	ATP8A1	RBM5	0.5314
40	TRHDE	RBM5	0.9209
10	VIM	RBM5	0.6273
6	AK2	ROBO2	0.6751
13	DTL	ROBO2	0.7526
10	GRHL2	ROBO2	0.6107
19	HDGF	ROBO2	0.5911
3	HUNK	ROBO2	0.7953
13	PRR5-ARHGAP8	ROBO2	0.8525
24	PTPRS	ROBO2	0.5606
113	TCF7L2	ROBO2	0.6746
58	UGT8	ROBO2	0.9107
7	ZNF707	ROBO2	0.8667
1	ARPC1B	ROM1	0.542
1	BVES	ROM1	0.8232
2	ITGA3	ROM1	0.6453
1	LGALS3BP	ROM1	0.8115
1	SORT1	ROM1	0.5241
19	LAMP1	RORA	0.5311
62	CNOT7	RORA	0.5643
1	CRYM-AS1	RORA	0.7895
6	GPN3	RORA	0.6
16	HSDL2	RORA	0.6413
20	MBOAT2	RORA	0.562
1	MED30	RORA	0.7665
55	MOB1B	RORA	0.7184
27	OCRL	RORA	0.7883
137	PPARG	RORA	0.5303
113	REPS2	RORA	0.5472
92	TMEM161B	RORA	0.7578
173	ZNF292	RORA	0.6686
2	CFL1	RPL11	0.5816
3	COL1A2	RPL11	0.9154
2	KRT7	RPL11	0.5531
2	SEL1L3	RPL11	0.6556
3	ATP8A1	RPL11	0.898
1	KANSL2	RPL11	0.5904
6	PPIG	RPL11	0.6149
8	RAD9B	RPL11	0.5794
7	SLC22A3	RPL11	0.5291
17	SNCAIP	RPL11	0.7362
3	TPTE2P3	RPL11	0.8116
15	TRHDE	RPL11	0.5366
10	AP1S1	RPS3	0.6315
11	ENC1	RPS3	0.6406
23	PRKX	RPS3	0.5109
19	RAB5C	RPS3	0.8158
1	AQR	RPS3	0.7052
2	ARHGAP10	RPS3	0.6095
3	ATXN3	RPS3	0.5396
14	CNOT7	RPS3	0.6316
9	ELF2	RPS3	0.5683
5	GPBP1	RPS3	0.6128
2	GPN3	RPS3	0.8206
5	HSDL2	RPS3	0.5754
4	HYKK	RPS3	0.6302
23	LUC7L3	RPS3	0.5365
7	MBOAT2	RPS3	0.638
12	MOB1B	RPS3	0.6392
8	OCRL	RPS3	0.8672
5	PDZRN3	RPS3	0.526
7	PLEKHA5	RPS3	0.5337
46	PPARG	RPS3	0.5703
36	PSD3	RPS3	0.7599
33	REPS2	RPS3	0.7828
24	RILPL1	RPS3	0.5176
29	SLC6A6	RPS3	0.559
13	TCTN1	RPS3	0.6461
24	TMEM161B	RPS3	0.7849
30	TMEM50B	RPS3	0.7643
30	ZNF483	RPS3	0.5867
9	ZNF66	RPS3	0.5607
2	AK2	RPS6KA5	0.6889
1	AP1S1	RPS6KA5	0.6708
1	AURKA	RPS6KA5	0.8717
8	GRHL2	RPS6KA5	0.9605
13	HDGF	RPS6KA5	0.6718
1	HUNK	RPS6KA5	0.7639
1	KIF15	RPS6KA5	0.5552
9	LMNB1	RPS6KA5	0.5939
1	NUSAP1	RPS6KA5	0.5523
30	PRKX	RPS6KA5	0.5009
8	PRR5-ARHGAP8	RPS6KA5	0.8115
16	PTPRS	RPS6KA5	0.7539
31	RAPGEF5	RPS6KA5	0.8201
9	SKA3	RPS6KA5	0.5699
41	STK35	RPS6KA5	0.7978
75	TCF7L2	RPS6KA5	0.8433
78	ZNF608	RPS6KA5	0.6663
5	ZNF707	RPS6KA5	0.749
13	ACTR2	RPSA	0.924
2	CFL1	RPSA	0.7653
7	DDAH1	RPSA	0.6709
3	RAB5C	RPSA	0.7271
3	SKA3	RPSA	0.6507
5	GPBP1	RPSA	0.7875
4	HSDL2	RPSA	0.5136
11	LUC7L3	RPSA	0.6007
1	PLEKHH2	RPSA	0.7484
9	RALGAPA1	RPSA	0.6065
7	SCRG1	RPSA	0.7696
22	SFMBT2	RPSA	0.6402
16	SLC22A3	RPSA	0.5211
4	ZFY	RPSA	0.5908
21	ZNF292	RPSA	0.8044
3	FADS2	RYR2	0.5414
7	HDGF	RYR2	0.5106
2	KIF15	RYR2	0.9348
2	NCAPG	RYR2	0.6453
5	PRR5-ARHGAP8	RYR2	0.5404
28	RACGAP1	RYR2	0.6505
5	SCNN1A	RYR2	0.5649
14	SEL1L3	RYR2	0.5205
3	SKA3	RYR2	0.5776
26	SORT1	RYR2	0.5982
23	STK35	RYR2	0.7851
58	WNK1	RYR2	0.6602
34	ZNF608	RYR2	0.6525
2	TRMU	RYR2	0.5618
12	ZNF569	RYR2	0.6012
2	FADS2	SCARB1	0.854
10	HDGF	SCARB1	0.7278
1	PRR5-ARHGAP8	SCARB1	0.5162
14	RACGAP1	SCARB1	0.7883
8	SCNN1A	SCARB1	0.5139
5	SKA3	SCARB1	0.5142
16	STK35	SCARB1	0.7593
21	WNK1	SCARB1	0.8006
24	ZNF608	SCARB1	0.5538
28	SLC35F5	SCARB1	0.509
9	TRPC1	SCARB1	0.735
3	ZNF569	SCARB1	0.8071
5	ZNF66	SCARB1	0.531
7	ZNF93	SCARB1	0.5211
5	GRHL2	SEMA3C	0.5515
30	RASGRP1	SEMA3C	0.6283
7	ULK4	SEMA3C	0.5002
6	ZNF707	SEMA3C	0.6136
2	AK2	SERPIND1	0.5192
3	ATP1A1	SERPIND1	0.7044
1	BVES	SERPIND1	0.5513
2	DTL	SERPIND1	0.7054
4	HDGF	SERPIND1	0.5978
4	ITGA3	SERPIND1	0.5978
9	LMNB1	SERPIND1	0.5531
3	SCNN1A	SERPIND1	0.5028
8	SORT1	SERPIND1	0.6642
4	TM9SF4	SERPIND1	0.5431
3	AK2	SERPINE2	0.5263
9	AP1S1	SERPINE2	0.9175
7	AURKA	SERPINE2	0.8558
4	FADS2	SERPINE2	0.5651
4	GRHL2	SERPINE2	0.8129
5	HDGF	SERPINE2	0.6306
15	PRKX	SERPINE2	0.5171
14	PRR5-ARHGAP8	SERPINE2	0.6083
13	PTPRS	SERPINE2	0.744
23	RAPGEF5	SERPINE2	0.74
6	SKA3	SERPINE2	0.7282
20	STK35	SERPINE2	0.8551
39	TCF7L2	SERPINE2	0.7283
32	ZNF608	SERPINE2	0.5398
9	AKT3	SERPINE2	0.6063
1	AQR	SERPINE2	0.7054
2	ATXN3	SERPINE2	0.5651
17	ELF2	SERPINE2	0.6629
11	MBOAT2	SERPINE2	0.6818
1	OCRL	SERPINE2	0.5582
2	PELI2	SERPINE2	0.5072
11	PLEKHA5	SERPINE2	0.6621
30	REPS2	SERPINE2	0.5687
17	RPS6KA6	SERPINE2	0.5163
19	TCTN1	SERPINE2	0.6061
27	TMEM161B	SERPINE2	0.5061
4	TRMU	SERPINE2	0.6581
13	TRPC1	SERPINE2	0.6218
20	VPS35	SERPINE2	0.6246
12	ZNF66	SERPINE2	0.6728
8	ZNF93	SERPINE2	0.716
1	ACTR2	SERPING1	0.6605
1	CFL1	SERPING1	0.8971
1	COL1A2	SERPING1	0.7107
2	ENC1	SERPING1	0.579
